"ACCT","FULL_ACCT","ACCT_DESCRIP","MAJORTYPE","TYPE_DESCRIP","GLA_ID","GSA_ID","GSA_PARENT_ID"
"00001899","10-0000-1899","Office Equipment ","ASSET","FIXED ASSETS GROSS","0","0","0"
"00001900","10-0000-1900","Accum Depreciation - Mach/Equip","ASSET","ACCUMULATED DEPRECIATION","0","0","0"
"00001920","10-0000-1920","Accum Depreciation - Tooling","ASSET","ACCUMULATED DEPRECIATION","0","0","0"
"00001940","10-0000-1940","Accum Depreciation - Furn & Fix","ASSET","ACCUMULATED DEPRECIATION","0","0","0"
"00001950","10-0000-1950","Accum Depreciation - Comp Equip","ASSET","ACCUMULATED DEPRECIATION","0","0","0"
"00001960","10-0000-1960","Accum Depreciation - Software","ASSET","ACCUMULATED DEPRECIATION","0","0","0"
"00001965","10-0000-1965","Accum Depreciation - Office Equipment","ASSET","ACCUMULATED DEPRECIATION","0","0","0"
"00001970","10-0000-1970","Accum Depreciation - L/H Improve","ASSET","ACCUMULATED DEPRECIATION","0","0","0"
"00002000","10-0000-2000","Accounts Payable","LIABILITY","CURRENT LIABILITIES","0","0","0"
"00002010","10-0000-2010","Accrued Receipts","LIABILITY","CURRENT LIABILITIES","0","0","0"
"00002070","10-0000-2070","Sales Tax Payable ","LIABILITY","CURRENT LIABILITIES","0","0","0"
"00002130","10-0000-2130","Payroll Taxes Payable ","LIABILITY","CURRENT LIABILITIES","0","0","0"
"00002180","10-0000-2180","Employee HSA Payable","LIABILITY","CURRENT LIABILITIES","0","0","0"
"00002200","10-0000-2200","Wages Payable","LIABILITY","CURRENT LIABILITIES","0","0","0"
"00002210","10-0000-2210","Accrued PTO","LIABILITY","CURRENT LIABILITIES","0","0","0"
"00002250","10-0000-2250","Accrued Expenses","LIABILITY","CURRENT LIABILITIES","0","0","0"
"00002270","10-0000-2270","Due To Employee","LIABILITY","CURRENT LIABILITIES","0","0","0"
"00002351","10-0000-2351","Accrued Interest","LIABILITY","CURRENT LIABILITIES","0","0","0"
"00002360","10-0000-2360","Convertible Note, Short-term","LIABILITY","CURRENT LIABILITIES","0","0","0"
"00002361","10-0000-2361","Personal Loan, Short-Term","LIABILITY","CURRENT LIABILITIES","0","0","0"
"00002401","10-0000-2401","Convertible Note, Long-Term","LIABILITY","LONG TERM LIABILITIES","0","0","0"
"00002405","10-0000-2405","Debt Discount - Warrants","LIABILITY","LONG TERM LIABILITIES","0","0","0"
"00002450","10-0000-2450","Stock Redemption Payable - K.B.","LIABILITY","LONG TERM LIABILITIES","0","0","0"
"00002455","10-0000-2455","Stock Redemption Payable - B. B.","LIABILITY","LONG TERM LIABILITIES","0","0","0"
"00002456","10-0000-2456","Stock Redemption Payable - R. R.","LIABILITY","LONG TERM LIABILITIES","0","0","0"
"00002600","10-0000-2600","Warrants","OWNERS EQUITY","STOCK AND PAID IN CAPITAL","0","0","0"
"00002700","10-0000-2700","Common Stock","OWNERS EQUITY","STOCK AND PAID IN CAPITAL","0","0","0"
"00002800","10-0000-2800","Treasury Stock","OWNERS EQUITY","STOCK AND PAID IN CAPITAL","0","0","0"
"00002900","10-0000-2900","Series A Stock","OWNERS EQUITY","STOCK AND PAID IN CAPITAL","0","0","0"
"00003000","10-0000-3000","Additional Paid-In-Capital","OWNERS EQUITY","STOCK AND PAID IN CAPITAL","0","0","0"
"00003010","10-0000-3010","Additional Paid-In-Capital - Options","OWNERS EQUITY","STOCK AND PAID IN CAPITAL","0","0","0"
"00003100","10-0000-3100","Retained Earnings","OWNERS EQUITY","RETAINED EARNINGS","0","0","0"
"00003198","10-0000-3198","Net Income","OWNERS EQUITY","OWNERS EQUITY","0","0","0"
"40004200","10-4000-4200","Rental Income","REVENUE","REVENUE","0","0","0"
"40004510","10-4000-4510","Engineering Revenue ","REVENUE","REVENUE","0","0","0"
"50015010","10-5001-5010","COGS at Standard - Canisters","EXPENSE","COGS STD","0","0","0"
"50015030","10-5001-5030","COGS at Standard - Other","EXPENSE","COGS STD","0","0","0"
"50105120","10-5010-5120","Expense Tooling","EXPENSE","COGS FIXED SUPPLY CHAIN EXPENSE","0","0","0"
"50127550","10-5012-7550","Outside Services/Temp","EXPENSE","COGS EXP/VAR","0","0","0"
"50156000","10-5015-6000","Salaries & Wages","EXPENSE","COGS QUALITY","0","0","0"
"50156350","10-5015-6350","Employer Payroll Taxes","EXPENSE","COGS QUALITY","0","0","0"
"50156400","10-5015-6400","Medical Benefits","EXPENSE","COGS QUALITY","0","0","0"
"50156410","10-5015-6410","Den/Vis/Life Insurance","EXPENSE","COGS QUALITY","0","0","0"
"50157680","10-5015-7680","Quality & Regulatory","EXPENSE","COGS QUALITY","0","0","0"
"50157825","10-5015-7825","Meals & Entertainment - Deductible Employee Meals","EXPENSE","COGS QUALITY","0","0","0"
"50157840","10-5015-7840","Lodging","EXPENSE","COGS QUALITY","0","0","0"
"50157850","10-5015-7850","Transportation","EXPENSE","COGS QUALITY","0","0","0"
"50157870","10-5015-7870","Mileage Reimbursement ","EXPENSE","COGS QUALITY","0","0","0"
"50157900","10-5015-7900","Materials & Supplies","EXPENSE","COGS QUALITY","0","0","0"
"50166410","10-5016-6410","Den/Vis/Life Insurance","EXPENSE","COGS REGULATORY","0","0","0"
"50167580","10-5016-7580","Consulting","EXPENSE","COGS REGULATORY","0","0","0"
"50167680","10-5016-7680","Quality & Regulatory","EXPENSE","COGS REGULATORY","0","0","0"
"50167800","10-5016-7800","Business Meeting Expenses","EXPENSE","COGS REGULATORY","0","0","0"
"50167820","10-5016-7820","Meals & Entertainment","EXPENSE","COGS REGULATORY","0","0","0"
"50167825","10-5016-7825","Meals & Entertainment - Deductible Employee Meals","EXPENSE","COGS REGULATORY","0","0","0"
"50167840","10-5016-7840","Lodging","EXPENSE","COGS REGULATORY","0","0","0"
"50167850","10-5016-7850","Transportation","EXPENSE","COGS REGULATORY","0","0","0"
"50185870","10-5018-5870","Fixed Overhead Absorption - Tooling","EXPENSE","COGS TOOLING AND DEPRECIATION","0","0","0"
"50185910","10-5018-5910","Depreciation - Tooling","EXPENSE","COGS TOOLING AND DEPRECIATION","0","0","0"
"50315330","10-5031-5330","Freight - Inbound","EXPENSE","COGS MATERIALS SUPPLY CHAIN EXPENSE","0","0","0"
"50505600","10-5050-5600","Purchase Price Variance","EXPENSE","COGS PRICE VARIANCES","0","0","0"
"50555140","10-5055-5140","Contract Manufacturing Services","EXPENSE","COGS OUTSIDE PROCESSING EXPENSE","0","0","0"
"50605500","10-5060-5500","Physical Inventory Adjustments ","EXPENSE","COGS OTHER","0","0","0"
"50605540","10-5060-5540","Cost Revalue","EXPENSE","COGS OTHER","0","0","0"
"50605560","10-5060-5560","Inventory Obsolescence Expense","EXPENSE","COGS OTHER","0","0","0"
"50605590","10-5060-5590","Manufacturing Production Variance","EXPENSE","COGS OTHER","0","0","0"
"50805390","10-5080-5390","Packaging Materials","EXPENSE","COGS DISTRIBUTION EXPENSE","0","0","0"
"50805490","10-5080-5490","Storage","EXPENSE","COGS DISTRIBUTION EXPENSE","0","0","0"
"50807300","10-5080-7300","Rent","EXPENSE","COGS DISTRIBUTION EXPENSE","0","0","0"
"50807400","10-5080-7400","Utilities","EXPENSE","COGS DISTRIBUTION EXPENSE","0","0","0"
"50807420","10-5080-7420","Equipment","EXPENSE","COGS DISTRIBUTION EXPENSE","0","0","0"
"50807460","10-5080-7460","Maintenance & Repairs","EXPENSE","COGS DISTRIBUTION EXPENSE","0","0","0"
"50808350","10-5080-8350","IT- Connectivity","EXPENSE","COGS DISTRIBUTION EXPENSE","0","0","0"
"60005900","10-6000-5900","Depreciation - Machinery & Equipment","EXPENSE","R & D","0","0","0"
"60006000","10-6000-6000","Salaries & Wages","EXPENSE","R & D","0","0","0"
"60006350","10-6000-6350","Employer Payroll Taxes","EXPENSE","R & D","0","0","0"
"60006400","10-6000-6400","Medical Benefits","EXPENSE","R & D","0","0","0"
"60006410","10-6000-6410","Den/Vis/Life Insurance","EXPENSE","R & D","0","0","0"
"60006720","10-6000-6720","Training","EXPENSE","R & D","0","0","0"
"60007300","10-6000-7300","Rent","EXPENSE","R & D","0","0","0"
"60007529","10-6000-7529","Legal Fees - Misc. ","EXPENSE","R & D","0","0","0"
"60007580","10-6000-7580","Consulting","EXPENSE","R & D","0","0","0"
"60007650","10-6000-7650","Research & Development","EXPENSE","R & D","0","0","0"
"60007670","10-6000-7670","FDA ","EXPENSE","R & D","0","0","0"
"60007680","10-6000-7680","Quality & Regulatory","EXPENSE","R & D","0","0","0"
"60007700","10-6000-7700","Testing","EXPENSE","R & D","0","0","0"
"60007720","10-6000-7720","Seminars","EXPENSE","R & D","0","0","0"
"60007730","10-6000-7730","Prototypes","EXPENSE","R & D","0","0","0"
"60007770","10-6000-7770","Lab Equipment - Expense","EXPENSE","R & D","0","0","0"
"60007790","10-6000-7790","Lab Supplies","EXPENSE","R & D","0","0","0"
"60007820","10-6000-7820","Meals & Entertainment","EXPENSE","R & D","0","0","0"
"60007825","10-6000-7825","Meals & Entertainment - Deductible Employee Meals","EXPENSE","R & D","0","0","0"
"60007840","10-6000-7840","Lodging","EXPENSE","R & D","0","0","0"
"60007850","10-6000-7850","Transportation","EXPENSE","R & D","0","0","0"
"60007870","10-6000-7870","Mileage Reimbursement ","EXPENSE","R & D","0","0","0"
"60007900","10-6000-7900","Materials & Supplies","EXPENSE","R & D","0","0","0"
"60007905","10-6000-7905","Printing & Publications","EXPENSE","R & D","0","0","0"
"60007910","10-6000-7910","Postage & Delivery","EXPENSE","R & D","0","0","0"
"60007915","10-6000-7915","Dues & Subscriptions","EXPENSE","R & D","0","0","0"
"60007920","10-6000-7920","Office Supplies","EXPENSE","R & D","0","0","0"
"60007925","10-6000-7925","Miscellaneous Expenses","EXPENSE","R & D","0","0","0"
"60007930","10-6000-7930","Taxes/Licenses/Fees","EXPENSE","R & D","0","0","0"
"60008300","10-6000-8300","IT - Hardware","EXPENSE","R & D","0","0","0"
"60008320","10-6000-8320","IT - Software; Non-Depreciable ","EXPENSE","R & D","0","0","0"
"60008370","10-6000-8370","IT - Cell Phone","EXPENSE","R & D","0","0","0"
"60077580","10-6007-7580","Consulting","EXPENSE","R & D VET","0","0","0"
"60077690","10-6007-7690","Veterinary","EXPENSE","R & D VET","0","0","0"
"60077700","10-6007-7700","Testing","EXPENSE","R & D VET","0","0","0"
"60077900","10-6007-7900","Materials & Supplies","EXPENSE","R & D VET","0","0","0"
"60077910","10-6007-7910","Postage & Delivery","EXPENSE","R & D VET","0","0","0"
"60078320","10-6007-8320","IT - Software; Non-Depreciable ","EXPENSE","R & D VET","0","0","0"
"70006000","10-7000-6000","Salaries & Wages","EXPENSE","G & A","0","0","0"
"70006070","10-7000-6070","Bonus","EXPENSE","G & A","0","0","0"
"70006350","10-7000-6350","Employer Payroll Taxes","EXPENSE","G & A","0","0","0"
"70006400","10-7000-6400","Medical Benefits","EXPENSE","G & A","0","0","0"
"70006410","10-7000-6410","Den/Vis/Life Insurance","EXPENSE","G & A","0","0","0"
"70007550","10-7000-7550","Outside Services","EXPENSE","G & A","0","0","0"
"70007720","10-7000-7720","Seminars","EXPENSE","G & A","0","0","0"
"70007820","10-7000-7820","Meals & Entertainment","EXPENSE","G & A","0","0","0"
"70007825","10-7000-7825","Meals & Entertainment - Deductible Employee Meals","EXPENSE","G & A","0","0","0"
"70007840","10-7000-7840","Lodging","EXPENSE","G & A","0","0","0"
"70007850","10-7000-7850","Transportation","EXPENSE","G & A","0","0","0"
"70007900","10-7000-7900","Materials & Supplies","EXPENSE","G & A","0","0","0"
"70007905","10-7000-7905","Printing & Publications","EXPENSE","G & A","0","0","0"
"70007910","10-7000-7910","Postage & Delivery","EXPENSE","G & A","0","0","0"
"70007915","10-7000-7915","Dues & Subscriptions","EXPENSE","G & A","0","0","0"
"70007920","10-7000-7920","Office Supplies","EXPENSE","G & A","0","0","0"
"70007925","10-7000-7925","Miscellaneous Expenses","EXPENSE","G & A","0","0","0"
"70007930","10-7000-7930","Taxes/Licenses/Fees","EXPENSE","G & A","0","0","0"
"70007940","10-7000-7940","Bank Charges","EXPENSE","G & A","0","0","0"
"70007945","10-7000-7945","Service / Finance Charges","EXPENSE","G & A","0","0","0"
"70007990","10-7000-7990","Gifts (business)","EXPENSE","G & A","0","0","0"
"70077850","10-7007-7850","Transportation","EXPENSE","G & A VET","0","0","0"
"70077945","10-7007-7945","Service / Finance Charges","EXPENSE","G & A VET","0","0","0"
"70106070","10-7010-6070","Bonus","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70106720","10-7010-6720","Training","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70107530","10-7010-7530","Accounting Fees","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70107580","10-7010-7580","Consulting","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70107800","10-7010-7800","Business Meeting Expenses","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70107820","10-7010-7820","Meals & Entertainment","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70107840","10-7010-7840","Lodging","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70107850","10-7010-7850","Transportation","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70107860","10-7010-7860","Other Travel ","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70107870","10-7010-7870","Mileage Reimbursement ","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70107910","10-7010-7910","Postage & Delivery","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70107915","10-7010-7915","Dues & Subscriptions","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70107920","10-7010-7920","Office Supplies","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70107930","10-7010-7930","Taxes/Licenses/Fees","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70107940","10-7010-7940","Bank Charges","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70107945","10-7010-7945","Service / Finance Charges","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70107990","10-7010-7990","Gifts (business)","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70137550","10-7013-7550","Outside Services","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70156000","10-7015-6000","Salaries & Wages","EXPENSE","G & A HR","0","0","0"
"70156060","10-7015-6060","Severance Pay","EXPENSE","G & A HR","0","0","0"
"70156080","10-7015-6080","Employee Incentives","EXPENSE","G & A HR","0","0","0"
"70156200","10-7015-6200","Stock Based Compensation","EXPENSE","G & A HR","0","0","0"
"70156350","10-7015-6350","Employer Payroll Taxes","EXPENSE","G & A HR","0","0","0"
"70156360","10-7015-6360","Payroll Fees","EXPENSE","G & A HR","0","0","0"
"70156400","10-7015-6400","Medical Benefits","EXPENSE","G & A HR","0","0","0"
"70156405","10-7015-6405","Medical Benefits - Employee Contribution","EXPENSE","G & A HR","0","0","0"
"70156410","10-7015-6410","Den/Vis/Life Insurance","EXPENSE","G & A HR","0","0","0"
"70156415","10-7015-6415","Den/Vis/Life Insurance - Employee Contribution","EXPENSE","G & A HR","0","0","0"
"70156425","10-7015-6425","HSA - Employer Contribution","EXPENSE","G & A HR","0","0","0"
"70156437","10-7015-6437","Officers Life Insurance","EXPENSE","G & A HR","0","0","0"
"70156439","10-7015-6439","Employee Disability Insurance","EXPENSE","G & A HR","0","0","0"
"70156450","10-7015-6450","Employee Appreciation Expenses","EXPENSE","G & A HR","0","0","0"
"70156500","10-7015-6500","Workers Compensation Insurance","EXPENSE","G & A HR","0","0","0"
"70156600","10-7015-6600","Recruitment - Recruiting Fees","EXPENSE","G & A HR","0","0","0"
"70156610","10-7015-6610","Recruitment - Travel","EXPENSE","G & A HR","0","0","0"
"70156650","10-7015-6650","Relocation","EXPENSE","G & A HR","0","0","0"
"70156700","10-7015-6700","Education ","EXPENSE","G & A HR","0","0","0"
"70156720","10-7015-6720","Training","EXPENSE","G & A HR","0","0","0"
"70157580","10-7015-7580","Consulting","EXPENSE","G & A HR","0","0","0"
"70157800","10-7015-7800","Business Meeting Expenses","EXPENSE","G & A HR","0","0","0"
"70157820","10-7015-7820","Meals & Entertainment","EXPENSE","G & A HR","0","0","0"
"70157825","10-7015-7825","Meals & Entertainment - Deductible Employee Meals","EXPENSE","G & A HR","0","0","0"
"70157840","10-7015-7840","Lodging","EXPENSE","G & A HR","0","0","0"
"70157850","10-7015-7850","Transportation","EXPENSE","G & A HR","0","0","0"
"70157870","10-7015-7870","Mileage Reimbursement ","EXPENSE","G & A HR","0","0","0"
"70157905","10-7015-7905","Printing & Publications","EXPENSE","G & A HR","0","0","0"
"70157915","10-7015-7915","Dues & Subscriptions","EXPENSE","G & A HR","0","0","0"
"70157920","10-7015-7920","Office Supplies","EXPENSE","G & A HR","0","0","0"
"70158370","10-7015-8370","IT - Cell Phone","EXPENSE","G & A HR","0","0","0"
"70205930","10-7020-5930","Depreciation - Computer Equipment","EXPENSE","G & A IT","0","0","0"
"70205940","10-7020-5940","Depreciation - Software","EXPENSE","G & A IT","0","0","0"
"70206000","10-7020-6000","Salaries & Wages","EXPENSE","G & A IT","0","0","0"
"70206350","10-7020-6350","Employer Payroll Taxes","EXPENSE","G & A IT","0","0","0"
"70206400","10-7020-6400","Medical Benefits","EXPENSE","G & A IT","0","0","0"
"70206410","10-7020-6410","Den/Vis/Life Insurance","EXPENSE","G & A IT","0","0","0"
"70206720","10-7020-6720","Training","EXPENSE","G & A IT","0","0","0"
"70207570","10-7020-7570","Contract Labor","EXPENSE","G & A IT","0","0","0"
"70207580","10-7020-7580","Consulting","EXPENSE","G & A IT","0","0","0"
"70207825","10-7020-7825","Meals & Entertainment - Deductible Employee Meals","EXPENSE","G & A IT","0","0","0"
"70207840","10-7020-7840","Lodging","EXPENSE","G & A IT","0","0","0"
"70207850","10-7020-7850","Transportation","EXPENSE","G & A IT","0","0","0"
"70207900","10-7020-7900","Materials & Supplies","EXPENSE","G & A IT","0","0","0"
"70207910","10-7020-7910","Postage & Delivery","EXPENSE","G & A IT","0","0","0"
"70207915","10-7020-7915","Dues & Subscriptions","EXPENSE","G & A IT","0","0","0"
"70207920","10-7020-7920","Office Supplies","EXPENSE","G & A IT","0","0","0"
"70208300","10-7020-8300","IT - Hardware","EXPENSE","G & A IT","0","0","0"
"70208320","10-7020-8320","IT - Software; Non-Depreciable ","EXPENSE","G & A IT","0","0","0"
"70208325","10-7020-8325","IT - Yearly Service/Maintenance Contracts","EXPENSE","G & A IT","0","0","0"
"70208330","10-7020-8330","IT - Cloud Services","EXPENSE","G & A IT","0","0","0"
"70208340","10-7020-8340","IT - Data Center","EXPENSE","G & A IT","0","0","0"
"70208350","10-7020-8350","IT - Connectivity","EXPENSE","G & A IT","0","0","0"
"70208360","10-7020-8360","IT - Voice","EXPENSE","G & A IT","0","0","0"
"70208370","10-7020-8370","IT - Cell Phone","EXPENSE","G & A IT","0","0","0"
"70208380","10-7020-8380","IT - Domain Registration","EXPENSE","G & A IT","0","0","0"
"70307500","10-7030-7500","Legal Fees - General","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70307510","10-7030-7510","Legal Fees - Patent","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70307529","10-7030-7529","Legal Fees - Misc. ","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70307819","10-7030-7819","Shareholder Expenses ","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70355920","10-7035-5920","Depreciation - Furniture & Fixtures","EXPENSE","G & A FACILITIES","0","0","0"
"70355945","10-7035-5945","Depreciation - Office Equipment","EXPENSE","G & A FACILITIES","0","0","0"
"70355950","10-7035-5950","Depreciation - Leasehold Improvements","EXPENSE","G & A FACILITIES","0","0","0"
"70357300","10-7035-7300","Rent","EXPENSE","G & A FACILITIES","0","0","0"
"70357400","10-7035-7400","Utilities","EXPENSE","G & A FACILITIES","0","0","0"
"70357410","10-7035-7410","Furniture","EXPENSE","G & A FACILITIES","0","0","0"
"70357420","10-7035-7420","Equipment","EXPENSE","G & A FACILITIES","0","0","0"
"70357440","10-7035-7440","Decor","EXPENSE","G & A FACILITIES","0","0","0"
"70357450","10-7035-7450","Janitorial","EXPENSE","G & A FACILITIES","0","0","0"
"70357460","10-7035-7460","Maintenance & Repairs","EXPENSE","G & A FACILITIES","0","0","0"
"70357470","10-7035-7470","Security","EXPENSE","G & A FACILITIES","0","0","0"
"70357490","10-7035-7490","Property Taxes","EXPENSE","G & A FACILITIES","0","0","0"
"70506550","10-7050-6550","D&O Insurance","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"70507590","10-7050-7590","Liability Insurance","EXPENSE","G & A FINANCE & LEGAL","0","0","0"
"80006400","10-8000-6400","Medical Benefits","EXPENSE","MARKETING","0","0","0"
"80006410","10-8000-6410","Den/Vis/Life Insurance","EXPENSE","MARKETING","0","0","0"
"80007720","10-8000-7720","Seminars","EXPENSE","MARKETING","0","0","0"
"80007905","10-8000-7905","Printing & Publications","EXPENSE","MARKETING","0","0","0"
"80007910","10-8000-7910","Postage & Delivery","EXPENSE","MARKETING","0","0","0"
"80007915","10-8000-7915","Dues & Subscriptions","EXPENSE","MARKETING","0","0","0"
"80008110","10-8000-8110","Promotional Expense","EXPENSE","MARKETING","0","0","0"
"80008120","10-8000-8120","Website Development","EXPENSE","MARKETING","0","0","0"
"81016000","10-8101-6000","Salaries & Wages","EXPENSE","SELLING","0","0","0"
"90008400","10-9000-8400","Suspense","EXPENSE","OTHER","0","0","0"
"90008565","10-9000-8565","Gain on Asset Sale","EXPENSE","OTHER","0","0","0"
"90008585","10-9000-8585","Gain on Forgiveness of Intercompany Debt","EXPENSE","OTHER","0","0","0"
"90008590","10-9000-8590","Loss on Forgiveness of Intercompany Debt","EXPENSE","OTHER","0","0","0"
"90008700","10-9000-8700","Amortization","EXPENSE","OTHER","0","0","0"
"91008410","10-9100-8410","Interest Expense","EXPENSE","INTEREST","0","0","0"
"91008460","10-9100-8460","Interest Income","EXPENSE","INTEREST","0","0","0"
"95008600","10-9500-8600","State Income Tax ","EXPENSE","INC TAXES","0","0","0"
